Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Bangalore,2009,74000,Diesel,Automatic,First,15.5 kmpl,1896 CC,105 bhp,5,,5.25
Hyundai Verna 1.6 SX VTVT (O),Pune,2013,21107,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,5.25
Tata Bolt Quadrajet XE,Hyderabad,2017,40000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,7.43 Lakh,5.25
Hyundai Verna VTVT 1.6 SX Option,Delhi,2013,57478,Petrol,Manual,Second,17.0 kmpl,1591 CC,121.3 bhp,5,13.59 Lakh,5.25
Maruti Dzire VDI,Kolkata,2015,28193,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,8.36 Lakh,5.25
Honda Mobilio S i VTEC,Mumbai,2014,43081,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7,,5.25
Volkswagen Passat Diesel Highline 2.0 TDI,Kolkata,2011,42500,Diesel,Automatic,First,18.33 kmpl,1968 CC,167.7 bhp,5,,5.25
Maruti Swift Dzire LDI,Jaipur,2015,144000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,5.25
Honda Accord 2001-2003 2.3 VTi L AT,Jaipur,2009,88000,Petrol,Automatic,First,11.1 kmpl,2354 CC,142 bhp,5,,5.25
Chevrolet Cruze LTZ AT,Mumbai,2013,59302,Diesel,Automatic,First,14.39 kmpl,1998 CC,163.7 bhp,5,,5.25
Maruti Swift Dzire VDI,Delhi,2014,52000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,5.25
Renault Duster 85PS Diesel RxL Option,Chennai,2012,79824,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,,5.25
Maruti Swift Dzire VDI,Jaipur,2014,75074,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,5.25
Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,,5.25
Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,30000,Petrol,Manual,Second,16.47 kmpl,1198 CC,74 bhp,5,,5.25
Hyundai Verna 1.4 CX VTVT,Kolkata,2014,19000,Petrol,Manual,First,17.43 kmpl,1396 CC,105.5 bhp,5,,5.25
Hyundai Sonata Embera 2.0L CRDi AT,Hyderabad,2009,94000,Diesel,Automatic,First,11.4 kmpl,1991 CC,142 bhp,5,,5.25
Honda City 1.5 S MT,Coimbatore,2012,88381,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,5.25
Maruti Celerio ZXI AMT,Coimbatore,2017,35225,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,6.56 Lakh,5.25
Hyundai i20 1.2 Sportz,Kolkata,2016,19008,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,5.25
Renault Duster 85PS Diesel RxE,Jaipur,2013,61238,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5,,5.25
Mahindra Scorpio SLE BSIV,Delhi,2011,85000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,,5.25
Hyundai Xcent 1.2 Kappa AT S Option,Ahmedabad,2014,69000,Petrol,Automatic,First,16.9 kmpl,1197 CC,81.86 bhp,5,,5.25
Honda Amaze SX i-VTEC,Chennai,2016,37000,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5,,5.25
Honda Brio VX AT,Pune,2016,32000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,,5.25
Hyundai Verna 1.6 SX VTVT (O),Delhi,2013,52000,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,5.25
Volkswagen Vento Petrol Highline AT,Pune,2013,41000,Petrol,Automatic,First,14.4 kmpl,1598 CC,103.6 bhp,5,,5.25
Honda Amaze S i-Dtech,Kochi,2016,47471,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.25
Maruti Swift Dzire VDI,Jaipur,2015,58000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,5.25
Mahindra Scorpio VLX,Bangalore,2010,144400,Diesel,Manual,Third,12.05 kmpl,2179 CC,120 bhp,8,,5.25
Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,2012,79000,Diesel,Automatic,First,22.0 kmpl,1582 CC,126.2 bhp,5,16.6 Lakh,5.25
Maruti Swift VDI,Chennai,2014,75180,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,5.25
Maruti Swift VDI,Pune,2014,103000,Diesel,Manual,Second,28.4 kmpl,1248 CC,74 bhp,5,,5.25
Honda City 1.5 V AT,Kolkata,2015,45000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,,5.25
Maruti Swift VDI,Pune,2014,84000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,5.25
Maruti Ertiga VXI,Mumbai,2012,52500,Petrol,Manual,Second,16.02 kmpl,1373 CC,93.7 bhp,7,,5.25
Hyundai i20 Sportz 1.2,Bangalore,2014,68010,Petrol,Manual,Second,18.5 kmpl,1197 CC,82.85 bhp,5,,5.25
Maruti Swift VXI Optional,Kochi,2017,42527,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,5.27
Honda Amaze S i-Dtech,Coimbatore,2016,51587,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.27
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,5.27
Toyota Etios Liva GD,Coimbatore,2015,49894,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,,5.27
Tata Zest Revotron 1.2 XT,Coimbatore,2015,27000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,8.69 Lakh,5.27
Maruti Swift Dzire ZXi,Coimbatore,2013,59254,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5,,5.29
Ford Figo Aspire 1.5 TDCi Trend,Hyderabad,2016,72566,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,,5.29
Tata Sumo EX,Coimbatore,2015,84931,Diesel,Manual,First,15.3 kmpl,2956 CC,83.8 bhp,7,,5.29
Maruti Swift Dzire VXI,Pune,2016,32000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,5.3
Toyota Etios GD,Coimbatore,2013,46496,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5,,5.3
Toyota Etios Liva GD SP,Hyderabad,2015,69189,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,,5.3
Maruti Swift VXI BSIV,Hyderabad,2014,61922,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,5.3
Volkswagen Polo 1.2 MPI Highline,Delhi,2016,29754,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5,,5.3
Mahindra Xylo D4,Hyderabad,2016,105545,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,7,,5.3
Maruti Swift Dzire VDi,Jaipur,2014,65000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,5.31
Hyundai i20 Sportz Option,Mumbai,2014,17858,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,5.32
Ford Endeavour 3.0L 4X4 AT,Mumbai,2010,78000,Diesel,Automatic,Second,11.4 kmpl,2953 CC,153.86 bhp,7,,5.34
Maruti Swift VDI BSIV,Kochi,2016,45725,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,5.34
Maruti Wagon R VXI,Kochi,2019,31817,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.12 Lakh,5.34
Renault Duster 85PS Diesel RxL,Delhi,2014,90000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,,5.35
Hyundai i20 Magna 1.2,Hyderabad,2014,70089,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,5.35
Hyundai Verna CRDi SX,Pune,2012,94900,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5,,5.35
Volkswagen Polo 1.2 MPI Highline,Bangalore,2014,62000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,5.35
Maruti Ertiga VDI,Delhi,2014,79870,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,5.35
Ford Ecosport 1.5 Ti VCT MT Titanium,Mumbai,2013,25984,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,5,,5.35
Renault Duster 85PS Diesel RxL,Coimbatore,2015,63591,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5,,5.35
Hyundai Verna 1.6 VTVT,Chennai,2013,34620,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5,,5.35
Hyundai i20 Magna 1.4 CRDi,Delhi,2015,44000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,5.35
Maruti Swift Dzire VDI,Jaipur,2014,61000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,5.35
Hyundai Grand i10 Asta Option AT,Mumbai,2016,15000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,5.35
Maruti Ertiga VXI,Ahmedabad,2012,25000,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,,5.35
Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,7000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,5.35
Skoda Superb Elegance 1.8 TSI AT,Pune,2010,71473,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,5,,5.35
Honda City i VTEC SV,Mumbai,2014,57004,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,5.35
Maruti Swift ZXI ABS,Coimbatore,2012,78212,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,,5.35
Maruti Swift VDI,Kochi,2015,53500,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,7.88 Lakh,5.36
Volkswagen Vento Diesel Comfortline,Kochi,2014,52400,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,,5.36
Hyundai Verna 1.6 SX VTVT (O) AT,Coimbatore,2012,54957,Petrol,Automatic,First,17.1 kmpl,1591 CC,121.4 bhp,5,,5.37
Honda Brio S MT,Coimbatore,2016,14821,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,5.37
Hyundai i20 Magna Optional 1.2,Coimbatore,2015,14925,Petrol,Manual,First,18.5 kmpl,1197 CC,82.9 bhp,5,,5.37
Honda Amaze VX i-DTEC,Kochi,2015,61691,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.38
Maruti Eeco 5 STR With AC Plus HTR CNG,Kochi,2019,21112,CNG,Manual,First,15.1 km/kg,1196 CC,73 bhp,5,,5.38
Ford Figo 2015-2019 1.2P Titanium MT,Kochi,2017,23977,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5,,5.38
Volkswagen Vento 1.5 TDI Comfortline,Coimbatore,2014,56658,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,5,12.14 Lakh,5.39
Volkswagen Polo 1.5 TDI Comfortline,Coimbatore,2015,61738,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5,,5.39
Maruti Swift Dzire VXI,Coimbatore,2014,58310,Petrol,Manual,Second,19.1 kmpl,1197 CC,85.8 bhp,5,,5.39
Honda Amaze S i-Dtech,Kochi,2016,58950,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.4
Hyundai Grand i10 Sportz,Ahmedabad,2017,17125,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.4
Volkswagen Ameo 1.2 MPI Comfortline,Mumbai,2017,12000,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,,5.4
Honda CR-V 2.4 AT,Hyderabad,2008,82167,Petrol,Automatic,First,10.1 kmpl,2354 CC,152 bhp,5,,5.4
Hyundai Grand i10 AT Asta,Chennai,2016,18000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,5.4
Renault Duster 110PS Diesel RxZ,Pune,2012,135000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,,5.4
Honda Amaze VX AT i-Vtech,Hyderabad,2014,57937,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5,,5.4
Hyundai i20 2015-2017 Magna 1.2,Pune,2016,20600,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,5.4
Honda Amaze SX i-DTEC,Kochi,2016,51806,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.4
Honda Amaze VX i-DTEC,Hyderabad,2014,74885,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.4
Volkswagen Ameo 1.2 MPI Highline Plus 16,Mumbai,2016,16000,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,,5.4
Hyundai Grand i10 AT Asta,Bangalore,2014,21000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,5.4
Honda Accord 2.4 AT,Mumbai,2011,87000,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5,,5.4
Maruti Swift Dzire VDi,Hyderabad,2014,123900,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,5.4
Honda Brio VX AT,Hyderabad,2013,47000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,,5.4
Honda Amaze S i-Vtech,Kochi,2015,34327,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,5.4
Renault Duster 110PS Diesel RxZ Plus,Mumbai,2013,75000,Diesel,Manual,Second,19.64 kmpl,1461 CC,108.45 bhp,5,,5.4
Volkswagen Vento Petrol Highline AT,Kochi,2014,32283,Petrol,Automatic,Second,14.4 kmpl,1598 CC,103.6 bhp,5,,5.41
Fiat Grande Punto 1.4 Emotion,Coimbatore,2015,44846,Petrol,Manual,Second,14.6 kmpl,1368 CC,88.7 bhp,5,,5.41
Honda City 1.5 V AT Exclusive,Kochi,2012,63998,Petrol,Automatic,First,17.0 kmpl,1497 CC,118 bhp,5,,5.42
Maruti Swift VVT VXI,Kochi,2016,34204,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5,,5.43
Nissan Sunny XV CVT,Kochi,2013,37199,Petrol,Automatic,First,17.5 kmpl,1498 CC,99.6 bhp,5,11.33 Lakh,5.43
Hyundai Grand i10 Sportz,Kochi,2016,26038,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.43
Honda Amaze S i-Dtech,Kochi,2015,60334,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.43
Hyundai Grand i10 1.2 CRDi Asta,Kochi,2015,81828,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5,8.68 Lakh,5.43
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2017,66507,Petrol,Automatic,Second,19.0 kmpl,1199 CC,88.7 bhp,5,,5.43
Maruti Swift VXI Optional,Kochi,2017,37124,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,5.44
Hyundai Verna VTVT 1.6 AT EX,Pune,2013,37086,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,5,,5.44
Hyundai Xcent 1.2 Kappa S Option,Kochi,2016,36216,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5,,5.44
Volkswagen Jetta 2007-2011 1.9 L TDI,Hyderabad,2010,42021,Diesel,Manual,First,0.0 kmpl,1968 CC,null bhp,5,,5.45
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,Mumbai,2008,93000,Diesel,Manual,Third,10.5 kmpl,2835 CC,107.2 bhp,6,,5.45
Maruti Baleno Delta 1.2,Delhi,2016,50003,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,5.45
Maruti Ertiga ZDI,Kolkata,2013,70000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,5.45
Skoda Laura Ambition 2.0 TDI CR AT,Mumbai,2011,41988,Diesel,Automatic,First,20.0 kmpl,1968 CC,138.1 bhp,5,,5.45
Volkswagen Vento Petrol Trendline,Bangalore,2012,52000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5,,5.45
Maruti Swift VVT VXI,Pune,2016,27755,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5,,5.45
Maruti Swift VDI,Hyderabad,2013,53996,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,5.45
Hyundai Verna SX CRDi AT,Mumbai,2014,71000,Diesel,Automatic,Second,19.08 kmpl,1582 CC,126.32 bhp,5,,5.45
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,64394,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,5.45
Hyundai Grand i10 Magna AT,Mumbai,2016,9000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,5.45
Nissan Terrano XV D Pre,Mumbai,2013,60000,Diesel,Manual,Second,19.64 kmpl,1461 CC,108.5 bhp,5,17.21 Lakh,5.45
Ford Ecosport 1.5 DV5 MT Titanium,Pune,2014,72100,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,5.45
Hyundai i20 Sportz 1.4 CRDi,Bangalore,2013,60000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5,,5.45
Hyundai Xcent 1.2 Kappa AT SX Option,Mumbai,2015,41000,Petrol,Automatic,First,16.9 kmpl,1197 CC,82 bhp,5,,5.45
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,69000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,5.45
Honda Amaze S i-Vtech,Coimbatore,2015,53497,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,5.45
Toyota Innova 2.5 V Diesel 8-seater,Delhi,2010,72000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,,5.45
Honda Amaze V Petrol,Kochi,2016,40866,Petrol,Manual,First,19.5 kmpl,1199 CC,86.76 bhp,5,8.16 Lakh,5.47
Honda City 1.5 S MT,Mumbai,2014,58000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,5.47
Volkswagen Ameo 1.2 MPI Comfortline,Pune,2017,14800,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,,5.48
Honda City 1.5 S MT,Mumbai,2014,57000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,5.48
Maruti Swift VDI,Kochi,2016,65210,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,5.48
Ford Ecosport 1.5 DV5 MT Trend,Kochi,2015,65925,Diesel,Manual,Second,22.7 kmpl,1498 CC,89.84 bhp,5,,5.49
Volkswagen Vento 2013-2015 1.6 Comfortline,Mumbai,2015,23001,Petrol,Manual,First,15.04 kmpl,1598 CC,103.2 bhp,5,,5.49
Renault Duster 110PS Diesel RxZ,Kolkata,2014,52108,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,,5.49
Honda City i VTEC SV,Kolkata,2014,48104,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,5.49
Maruti Dzire VXI,Hyderabad,2013,34900,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5,7.97 Lakh,5.49
Volkswagen Polo 1.2 MPI Highline,Bangalore,2015,46354,Petrol,Manual,Second,16.47 kmpl,1198 CC,74 bhp,5,,5.49
Maruti Baleno Sigma 1.2,Mumbai,2016,8500,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,5.49
Hyundai Xcent 1.2 CRDi E Plus,Jaipur,2017,60500,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5,,5.49
Honda City i-DTEC SV,Kolkata,2015,39000,Diesel,Manual,First,25.6 kmpl,1498 CC,98.6 bhp,5,12.23 Lakh,5.49
Ford Figo Aspire 1.5 Ti-VCT Titanium,Mumbai,2015,28843,Petrol,Automatic,First,17.01 kmpl,1499 CC,110.5 bhp,5,,5.49
Volkswagen Polo 1.5 TDI Highline,Kochi,2016,59998,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5,,5.49
Ford Ecosport 1.5 DV5 MT Titanium,Kolkata,2014,57000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,5.49
Mahindra Thar CRDe AC,Jaipur,2012,75800,Diesel,Manual,Second,16.55 kmpl,2498 CC,105 bhp,6,,5.5
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,57000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,5.5
Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,5.5
Hyundai Grand i10 SportZ Edition,Kochi,2018,40322,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,,5.5
Skoda Yeti Ambition 4X2,Kolkata,2012,64284,Diesel,Manual,First,17.72 kmpl,1968 CC,108.49 bhp,5,,5.5
Maruti Ertiga VXI,Jaipur,2014,98000,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,,5.5
Honda Mobilio S i DTEC,Chennai,2015,65000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7,,5.5
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2011,98000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8,,5.5
Mahindra XUV500 W8 2WD,Delhi,2011,66000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,,5.5
Maruti Grand Vitara AT,Chennai,2008,77000,Petrol,Automatic,Fourth & Above,9.7 kmpl,1995 CC,163.5 bhp,5,,5.5
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Bangalore,2014,67000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,5.5
Hyundai Xcent 1.2 VTVT S,Bangalore,2014,54000,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,5,7.85 Lakh,5.5
Honda City 1.5 S MT,Mumbai,2014,54546,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,5.5
Maruti Swift Dzire VDI,Delhi,2015,76128,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,5.5
Renault Duster 85PS Diesel RxL Optional,Mumbai,2013,74000,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5,,5.5
Hyundai i20 Asta (o),Delhi,2014,42365,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,5.5
Honda City 1.5 V MT,Kolkata,2015,32000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,5.5
Mahindra Bolero ZLX,Jaipur,2013,63000,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7,11.15 Lakh,5.5
Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2017,34429,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,5.5
Mahindra Scorpio VLX,Mumbai,2011,100010,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,,5.5
Skoda Laura 1.8 TSI Ambiente,Bangalore,2011,46000,Petrol,Manual,First,13.4 kmpl,1798 CC,157.8 bhp,5,,5.5
Hyundai Xcent 1.1 CRDi S,Pune,2015,58000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,5.5
Mercedes-Benz E-Class 200 Kompressor Elegance,Mumbai,2004,85000,Petrol,Automatic,Second,10.5 kmpl,1796 CC,157.7 bhp,5,,5.5
Honda Civic 2006-2010 1.8 V AT,Bangalore,2011,72000,Petrol,Automatic,Second,12.9 kmpl,1799 CC,130 bhp,5,,5.5
Maruti Swift Dzire Tour LDI,Pune,2018,12000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,5.5
Volkswagen Polo 1.0 MPI Comfortline,Chennai,2016,42000,Petrol,Manual,Second,18.78 kmpl,999 CC,75 bhp,5,7.33 Lakh,5.5
Honda City 1.5 V AT,Pune,2012,60000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,,5.5
Mahindra Scorpio SLE BSIII,Pune,2010,96813,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,,5.5
Volkswagen Vento Diesel Highline,Bangalore,2012,50000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,,5.5
Chevrolet Enjoy 1.3 TCDi LTZ 8,Coimbatore,2015,57934,Diesel,Manual,First,18.2 kmpl,1248 CC,73.74 bhp,8,,5.5
Hyundai Verna 1.6 VTVT,Bangalore,2012,73000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,,5.5
Nissan Sunny Diesel XV,Chennai,2014,79200,Diesel,Manual,First,22.71 kmpl,1461 CC,84.8 bhp,5,,5.5
Chevrolet Tavera LS B3 10 Seats BSIII,Hyderabad,2015,120000,Diesel,Manual,First,14.8 kmpl,2499 CC,80 bhp,10,,5.5
Honda Amaze S i-DTEC,Jaipur,2015,60207,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.5
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Kolkata,2011,51387,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,7,,5.5
Maruti Swift VXi BSIV,Pune,2017,12000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5,,5.5
Maruti Swift Dzire ZXi,Delhi,2015,58400,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,5.5
Hyundai i20 Asta Option 1.2,Mumbai,2015,39000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,5.5
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,9000,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5,,5.5
Chevrolet Sail 1.2 LS,Mumbai,2014,10000,Petrol,Manual,First,18.2 kmpl,1199 CC,82.4 bhp,5,,5.5
Hyundai Grand i10 Asta,Bangalore,2016,51866,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.5
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,7.45 Lakh,5.5
Hyundai Verna 1.6 SX,Hyderabad,2012,83678,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,,5.5
Maruti Ignis 1.2 Delta,Kochi,2019,12076,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5,5.9 Lakh,5.5
Honda City 1.5 S MT,Hyderabad,2011,71556,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,5.5
Hyundai Grand i10 AT Asta,Chennai,2015,15000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,5.5
Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,60000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,5.5
Maruti Ertiga ZXI,Pune,2013,82543,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,,5.5
